Track name,Artist name,Album,Playlist name,Type,ISRC,Amazon - id
"tv off [feat. Lefty Gunplay] [Explicit]","Kendrick Lamar","GNX [Explicit]","Library Songs","Favorite","USUG12408493","B0DNTNZDRG"
"Bye","Aditya Bhardwaj","Bye","Library Songs","Favorite","TCAGP2204116","B0C9G9XCBW"
"Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")","Mitraz","Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")","Library Songs","Favorite","INS182400204","B0CSSPRF2K"
"Finding Her","Kushagra","Finding Her","Library Songs","Favorite","US38Y2435162","B0DQVQW6TF"
"Its Your Love","Naresh Iyer","Life Is Beautiful","Library Songs","Favorite","INA091213523","B07569BKWM"
"Endhuko","Sonu Nigam","Chintakayala Ravi","Library Songs","Favorite","INA090811604","B075696MZ6"
"Paint The Town Red [Explicit]","Doja Cat","Scarlet [Explicit]","Library Songs","Favorite","USRC12300907","B0CGW3KZ52"
"Khaabon Ke Parinday (From ""Zindagi Na Milegi Dobara"")","Alyssa Mendonsa","Mohit Chauhan's Greatest Hits","Library Songs","Favorite","INS181101717","B0DZY34DHH"
"Saibo (From ""Shor in the City"")","Shreya Ghoshal","Shreya Ghoshal: Best of Me","Library Songs","Favorite","INS171100070","B00BU8AFC4"
"peekaboo [feat. AzChike] [Explicit]","Kendrick Lamar","GNX [Explicit]","Library Songs","Favorite","USUG12408501","B0DNTNSYMX"
"Unakkul Naane","Harris Jayaraj","Unakkul Naane","Library Songs","Favorite","GBKPL2162821","B0C46YWGZ6"
"Attention","Charlie Puth","Attention","Library Songs","Favorite","USAT21700928","B06ZYWQD8J"
"Vazhithunaiye (From ""Dragon"")","Leon James","Vazhithunaiye (From ""Dragon"")","Library Songs","Favorite","INT202505177","B0DSWBB7NT"
"Kill Bill","SZA","SOS [Explicit]","Library Songs","Favorite","USRC12204584","B0BNY13CRW"
"Smokin Out The Window [Explicit]","Bruno Mars","An Evening With Silk Sonic [Explicit]","Library Songs","Favorite","USAT22105952","B09TDKKZ4C"
"luther","Kendrick Lamar","GNX [Explicit]","Library Songs","Favorite","USUG12408496","B0DNTN5QMK"
"All The Stars (From ""Black Panther: The Album"") [Explicit]","Kendrick Lamar","Black Panther The Album Music From And Inspired By [Explicit]","Library Songs","Favorite","USUM71713947","B078SFV8ZS"
"i'm yours","Isabel LaRosa","i'm yours","Library Songs","Favorite","USRC12203917","B0BKH6S9JQ"
"Jala Jala Jalapaatham Nuvvu","Jaspreet Jasz","Uppena","Library Songs","Favorite","INA092117383","B08VH7D4TQ"
"Jai Shri Ram (From ""Adipurush"")","Ajay Atul","Jai Shri Ram (From ""Adipurush"")","Library Songs","Favorite","INS182301465","B0C5RTL4FP"
"Anjanadri Theme Song (From ""HanuMan"") [Telugu]","GowraHari","HanuMan (Original Motion Picture Soundtrack) [Telugu]","Library Songs","Favorite","INT102400359","B0D7W8LMJF"
"O Manmadhuda","Sagar","King","Library Songs","Favorite","INA090811935","B0752XB6WN"
"Uyi Amma (From ""Azaad"")","Amit Trivedi","Uyi Amma (From ""Azaad"")","Library Songs","Favorite","INZ031417833","B0DS6DGFCN"
"Oka Life","Karthik","Oopiri (Original Motion Picture Soundtrack)","Library Songs","Favorite","INT131600068","B074JZMKDH"
"Sorry","Justin Bieber","Purpose (Deluxe)","Library Songs","Favorite","USUM71516760","B073RT6HYW"
"Yedhaki Oka Gaayam","Hesham Abdul Wahab","Kushi (Telugu)","Library Songs","Favorite","INH102311586","B0CGT6MYN4"
"Dil Dhadakne Do","Joi Barua","Zindagi Na Milegi Dobara","Library Songs","Favorite","INS181101715","B074W47PKQ"
"Ayyo Ayyo","Ranjith","Oopiri (Original Motion Picture Soundtrack)","Library Songs","Favorite","INT131600069","B074JZQTRQ"
"Starboy [feat. Daft Punk] [Explicit]","The Weeknd","Starboy [Explicit]","Library Songs","Favorite","USUG11600976","B073SZKDH2"
"Ye Chilipi","Srinivas","Gharshana-New","Library Songs","Favorite","INA090409869","B07568KTXT"
"Uptown Funk [Explicit]","Mark Ronson","Uptown Special [Explicit]","Library Songs","Favorite","GBARL1401524","B00PXAL7JK"
"blue","Yung Kai","stay with the ocean, i'll find you","Library Songs","Favorite","TLVEM2456474","B0FNQ7DQMJ"
"squabble up [Explicit]","Kendrick Lamar","GNX [Explicit]","Library Songs","Favorite","USUG12408494","B0DNTPX1XB"
"Under The Influence [Explicit]","Chris Brown","Indigo (Extended) [Explicit]","Library Songs","Favorite","USRC11902743","B07YGYSRHW"
"Kung Fu Kumaari","Deepak","Bruce Lee","Library Songs","Favorite","INZ031400966","B07JCXSZVK"
"Keep Driving","Harry Styles","Harry's House","Library Songs","Favorite","USSM12200618","B09WTG4ZS3"
"Favorite","Isabel LaRosa","Favorite","Library Songs","Favorite","USRC12400507","B0CYF4WPT9"
"30 For 30 [Explicit]","SZA","SOS Deluxe: LANA [Explicit]","Library Songs","Favorite","USRC12403853","B0DR3DPB4Q"
"Cold [feat. Future] [Explicit]","Maroon 5","Red Pill Blues (Deluxe) [Explicit]","Library Songs","Favorite","USUM71616357","B07DLZZ1S2"
"Naan Nee","Santhosh Narayanan","Madras (Original Motion Picture Soundtrack)","Library Songs","Favorite","INT201400714","B00L636MPM"
"God's Plan [Explicit]","Drake","Scorpion [Explicit]","Library Songs","Favorite","USCM51800004","B07FYXNHN1"
"Faded","Alan Walker","Faded","Library Songs","Favorite","NOG841549010","B01NBYNKWJ"
"TEXAS HOLD 'EM [Explicit]","Beyoncé","TEXAS HOLD 'EM [Explicit]","Library Songs","Favorite","USSM12401302","B0CVGZ4D2P"
"Not Like Us [Explicit]","Kendrick Lamar","Not Like Us [Explicit]","Library Songs","Favorite","USUG12400910","B0D3BQ431H"
"Ee Raathale","Yuvan Shankar Raja","Radhe Shyam","Library Songs","Favorite","INS182115645","B09VCR9BY2"
"3D (feat. Jack Harlow) [Explicit]","Jung Kook","3D : The Remixes [Explicit]","Library Songs","Favorite","USA2P2346470","B0CJZDZ1ZY"
"we can't be friends (wait for your love)","Ariana Grande","eternal sunshine (slightly deluxe) [Clean]","Library Songs","Favorite","USUM72317276","B0CXMPGZJ9"
"APT.","ROSÉ","APT.","Library Songs","Favorite","USAT22409184","B0DK9WBBH3"
"A Bar Song (Tipsy) [Explicit]","Shaboozey","Where I've Been, Isn't Where I'm Going [Explicit]","Library Songs","Favorite","USUYG1541249","B0D1HPDDWV"
"Die With A Smile","Lady Gaga","Die With A Smile","Library Songs","Favorite","USUM72409273","B0DCZZ7GCC"
"Hey Beautiful (From ""How I Met Your Mother""/Theme)","The Solids","How I Met Your Music (Original Songs from the Hit Series ""How I Met Your Mother"")","Library Songs","Favorite","USFM90700190","B086V1CSL6"
"Ninu Choosthunte","Siddharth","Aata","Library Songs","Favorite","INA090711092","B07568BGR2"
"Espresso [Explicit]","Sabrina Carpenter","Espresso [Explicit]","Library Songs","Favorite","USUM72403305","B0D16T2QXP"
"BIRDS OF A FEATHER [Explicit]","Billie Eilish","HIT ME HARD AND SOFT","Library Songs","Favorite","USUM72401994","B0CZW15FZZ"
"Darshana","Hesham Abdul Wahab","Hridayam (Side A) (Original Motion Picture Soundtrack)","Library Songs","Favorite","INT202102847","B09QBXLCQT"
"Teliyadhe","KASYAP","Teliyadhe","Library Songs","Favorite","INS172400076","B0CRZ89WR6"
"Stargazing","Myles Smith","Stargazing","Library Songs","Favorite","GBARL2400510","B0D27KGD7F"
"BLUE","Billie Eilish","HIT ME HARD AND SOFT","Library Songs","Favorite","USUM72401996","B0CZVV137M"
"MILLION DOLLAR BABY","Tommy Richman","MILLION DOLLAR BABY","Library Songs","Favorite","QM24S2402528","B0D5SF759L"
"i like the way you kiss me","Artemas","i like the way you kiss me","Library Songs","Favorite","QZJ842400387","B0CY7P4VVM"
"Dandelions","Ruth B.","Safe Haven","Library Songs","Favorite","USSM11703468","B06XV8R6YL"
"Sucker","Jonas Brothers","Happiness Begins","Library Songs","Favorite","USUG11900515","B07R49KL61"
"One Kiss","Calvin Harris","One Kiss","Library Songs","Favorite","GBARL1800368","B07BSPLS3R"
"I Don't Care","Ed Sheeran","No.6 Collaborations Project [Explicit]","Library Songs","Favorite","GBAHS1900673","B07RZSCL4N"
"We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth","Nine Track Mind (Deluxe Edition)","Library Songs","Favorite","USAT21502909","B073SXX4RJ"
"Cake By The Ocean [Explicit]","DNCE","DNCE [Explicit]","Library Songs","Favorite","USUM71514637","B073SXD9GD"
"SNAP","Rosa Linn","TikTok Summer Party / Viral Hits [Explicit]","Library Songs","Favorite","USSM12207342","B0C1THR1XF"
"Kissik (From ""Pushpa 2 The Rule"") (Telugu)","Sublahshini","Kissik (From ""Pushpa 2 The Rule"") (Telugu)","Library Songs","Favorite","INS182403351","B0DNXWKH51"
"One More Time (From ""Robinhood"")","G.V.Prakash Kumar","One More Time (From ""Robinhood"")","Library Songs","Favorite","INS172412483","B0DP2LVBTQ"
"NaaNaa Hyraanaa (From ""Game Changer"") (Telugu)","Shreya Ghoshal","NaaNaa Hyraanaa (From ""Game Changer"") (Telugu)","Library Songs","Favorite","INH102414248","B0DP7M4M24"
"Perfect","Ed Sheeran","÷ (Deluxe)","Library Songs","Favorite","GBAHS1700024","B01MS6IM0X"
"Aaraduguluntada","Kalyani","Seethamma Vakitlo Sirimalle Chettu","Library Songs","Favorite","INA091213825","B07568LMVX"
"Em Sandeham Ledu","Sunitha","Oohalu Gusagusalade (Original Motion Picture Soundtrack)","Library Songs","Favorite","FRX282126778","B098F41D4P"
"Naalo Maimarapu","Mohana Bogaraju","Oh Baby","Library Songs","Favorite","INA091816524","B07STWHM66"
"Gallanthe (From ""Eagle"")","Davzand","Gallanthe (From ""Eagle"")","Library Songs","Favorite","IND292212521","B0CR1MR7JQ"
"Chuttamalle (From ""Devara Part 1"")","Anirudh Ravichander","Chuttamalle (From ""Devara Part 1"")","Library Songs","Favorite","INS182402313","B0DC6Z83JJ"
"Challaga","G.V.Prakash Kumar","Raja Rani (Original Motion Picture Soundtrack)","Library Songs","Favorite","INT201300519","B072625QDC"
"Srimathi Garu","G.V.Prakash Kumar","Lucky Baskhar","Library Songs","Favorite","INA092419373","B0D7H4P42F"
"Marudaani (Rendition)","Sanah Moidutty","Marudaani (Rendition)","Library Songs","Favorite","INS172224050","B0BS94SSQ6"
"Mental Madhilo","Jonita Gandhi","OK Bangaram (Original Motion Picture Soundtrack)","Library Songs","Favorite","INS171500441","B00WNE6VXG"
"Vellake","Bharatt-Saurabh","Vellake","Library Songs","Favorite","INS172302373","B0C4V5VY8K"
"Adiyae Kolluthey","Thamarai","Vaaranam Aayiram (Original Motion Picture Soundtrack)","Library Songs","Favorite","INS170816330","B008MZXRO6"
"Erimalayin Magale","Jerard Felix","Erimalayin Magale","Library Songs","Favorite","DGA062340461","B0CBVMK586"
"Asha Pasham","Anurag Kulkarni","Care Of Kancharapalem","Library Songs","Favorite","INA091816226","B07KMJC8SV"
"Daavudi (From ""Devara Part 1"") - Telugu","Nakash Aziz","Daavudi (From ""Devara Part 1"") - Telugu","Library Songs","Favorite","INS182402596","B0DG2SNLPP"
"Red Sea (From ""Devara Part 1"")","Anirudh Ravichander","Red Sea (From ""Devara Part 1"")","Library Songs","Favorite","INS182402662","B0DGV5CLR3"
"Kallolam","Anurag Kulkarni","Padi Padi Leche Manasu","Library Songs","Favorite","INS181802824","B0FMRMXL8G"
"Adhento Gaani Vunnapaatuga","Anirudh Ravichander","Jersey","Library Songs","Favorite","INZ031404952","B07NRH4RLL"
"Aanati Devadasu","Shalmali Kholgade","Dohchay","Library Songs","Favorite","INL161500105","B0GWMQ1GPB"
"Garam Garam (From ""Saripodhaa Sanivaaram"")","Jakes Bejoy","Garam Garam (From ""Saripodhaa Sanivaaram"")","Library Songs","Favorite","INS172409080","B0D73VM695"
"Avunanna","Naresh Iyer","Leader","Library Songs","Favorite","INA090912342","B0752Y1MP9"
"Seven (feat. Latto) [Explicit]","Jung Kook","Seven (Weekend Ver.) [Explicit]","Library Songs","Favorite","USA2P2330093","B0CCC483LX"
"Belong Together","Mark Ambor","Rockwood [Explicit]","Library Songs","Favorite","QM24S2400638","B0D7KXD2L7"
"Beautiful Things","Benson Boone","Fireworks & Rollerblades","Library Songs","Favorite","USWB12307016","B0CY49T417"
"Too Sweet","Hozier","Unheard","Library Songs","Favorite","IEACJ2300335","B0CY4NYMNR"
"Espresso [Explicit]","Sabrina Carpenter","Short n' Sweet [Explicit]","Library Songs","Favorite","USUM72403305","B0D645CBG6"
"Ye Kadha","Jonita Gandhi","Kerintha","Library Songs","Favorite","INA091514831","B07534BZMX"
"Strangers","Kenya Grace","Strangers","Library Songs","Favorite","USWB12305048","B0CGMMDYF5"
"Adire Hrudayam","Karthik","RX 100","Library Songs","Favorite","INH102202127","B09WD5G7SV"
"Valu Kalla Vayyari","Karthik","Mass","Library Songs","Favorite","INA090409969","B07568PPQB"
"Neevevvaro","Saindhavi","NH4 - Bangalore to Chennai (Original Motion Picture Soundtrack)","Library Songs","Favorite","INS171300242","B00CCVD6SS"
"Waiting For You","KK","Oye","Library Songs","Favorite","INA090912165","B0753474DV"
"Souraa (From ""Bharateeyudu 2"")","Anirudh Ravichander","Souraa (From ""Bharateeyudu 2"")","Library Songs","Favorite","INS172408852","B0D4VDCTGW"
"Oru Maalai","Karthik","Ghajini (Original Motion Picture Soundtrack)","Library Songs","Favorite","INM300500153","B0786HPLSF"
"Cake By The Ocean [Clean]","DNCE","DNCE [Clean]","Library Songs","Favorite","USUM71514636","B073SQ8QS2"
"Dark Horse [feat. Juicy J]","Katy Perry","PRISM (Deluxe)","Library Songs","Favorite","USUM71311296","B073Q7BZKS"
"Manasae Guuvai","Karthi","Naa Peru Shiva","Library Songs","Favorite","INS181301954","B074XP98TB"
"Priyathama","Sonu Nigam","Ullasagna Uthsahanga","Library Songs","Favorite","INA090811462","B07568VY2L"
"Everybody","Shaan","Chukkallo Chandrudu","Library Songs","Favorite","INA090710898","B0752DNLKC"
"Fear Song (From ""Devara Part 1"") - Telugu","Anirudh Ravichander","Fear Song (From ""Devara Part 1"") - Telugu","Library Songs","Favorite","INS182401562","B0D4JVNRPG"
"Zaalima","Arijit Singh","Raees","Library Songs","Favorite","INZ031401982","B074K2KYH7"
"Ik Vaari Aa","Arijit Singh","Raabta","Library Songs","Favorite","INS181700712","B074W1V83M"
"Lakshar Pori","Thaman S","Jabardasth","Library Songs","Favorite","INA091313875","B07568ZL77"
"Inthajare Inthajare","Thaman S","Love Failure (Original Motion Picture Soundtrack)","Library Songs","Favorite","INT201200340","B072LZWR3Q"
"Parvathi Parvathi","Thaman S","Love Failure (Original Motion Picture Soundtrack)","Library Songs","Favorite","INT201200339","B0728MX9FN"
"Sakkarakatti","Hiphop Tamizha","Meesaya Murukku (Original Motion Picture Soundtrack)","Library Songs","Favorite","INT201701478","B074JCHJ1L"
"Aasa Kooda (From ""Think Indie"")","Sai Abhyankkar","Aasa Kooda (From ""Think Indie"")","Library Songs","Favorite","INT202404685","B0D6QQB1KS"
"Ta Takkara (Complex Song) (From ""Kalki 2898 AD"") (Telugu)","Sanjith Hegde","Ta Takkara (Complex Song) (From ""Kalki 2898 AD"") (Telugu)","Library Songs","Favorite","INH102408327","B0D8BT1649"
"Crazy Feeling","Prudhvi Chandra","Nenu Sailaja","Library Songs","Favorite","INA091515013","B0752V2G39"
"Hungry Cheetah (From ""They Call Him OG"")","Thaman S","Hungry Cheetah (From ""They Call Him OG"")","Library Songs","Favorite","INS172308525","B0CH6KB1WN"
"Bhairava Anthem (From ""Kalki 2898 Ad"") (Telugu)","Diljit Dosanjh","Bhairava Anthem (From ""Kalki 2898 Ad"") (Telugu)","Library Songs","Favorite","INH102408011","B0D77NCLYC"
"Jabilli Nuvve","Ranjith","Ramayya Vasthavayya","Library Songs","Favorite","INA091314247","B07533WV1W"
"Aradhya","Hesham Abdul Wahab","Kushi (Telugu)","Library Songs","Favorite","INH102309906","B0CGTBY7T3"
"Na Roja Nuvve","Hesham Abdul Wahab","Kushi (Telugu)","Library Songs","Favorite","INH102306927","B0CGTF1ZNM"
"Kushi Title Song (From ""Kushi"") (Telugu)","Hesham Abdul Wahab","Kushi Title Song (From ""Kushi"") (Telugu)","Library Songs","Favorite","INH102310772","B0CD2D9463"
"Chaleya (From ""Jawan"")","Arijit Singh","Chaleya (From ""Jawan"")","Library Songs","Favorite","INS182302348","B0CFK5CVFG"
"Raghunandana (From ""HanuMan"") [Hindi]","GowraHari","Raghunandana (From ""HanuMan"") [Hindi]","Library Songs","Favorite","INT102400696","B0CW3B6Q45"
"Hukum - Thalaivar Alappara - Tamil (From ""Jailer"")","Anirudh Ravichander","Hukum - Thalaivar Alappara - Tamil (From ""Jailer"")","Library Songs","Favorite","QMBZ92351475","B0CC1S34G4"
"Meghaalu Lekunna [Explicit]","Yazin Nizar","Kumari 21 F","Library Songs","Favorite","INA091514977","B07531KCXL"
"Chinnadhana","Raja Hasan","Ishq","Library Songs","Favorite","INA091213296","B07568618H"
"Ninnila","Armaan Malik","Tholi Prema","Library Songs","Favorite","INA091715663","B07KMHS16L"
"Aradhya (From ""Kushi"") (Telugu)","Hesham Abdul Wahab","Aradhya (From ""Kushi"") (Telugu)","Library Songs","Favorite","INH102309906","B0CBMYTQ11"
"Anuvanuvuu","Sunny M.R.","Om Bheem Bush","Library Songs","Favorite","INA092319208","B0CZ42HDF4"
"Choosi Chudangane","Anurag Kulkarni","Chalo","Library Songs","Favorite","INA091715609","B07KMF7R67"
"Uppenantha","KK","Aarya - 2 (Original Motion Picture Soundtrack)","Library Songs","Favorite","INS170900435","B003FEO3Y2"
"Sriram Narayana","Surya","Annamayya Keerthanas","Library Songs","Favorite","INM8J2200236","B0FPXLWVH8"
"Yemaindho Teliyadu Naaku","Karthik","MCA","Library Songs","Favorite","INA091715619","B07KMGKMFT"
"Gudilo Badilo Madilo","MLR Karthikeyan","DJ","Library Songs","Favorite","INA091715477","B075325S84"
"Apudo Ipudo","Devi Sri Prasad","Bommarillu","Library Songs","Favorite","INA090930389","B07532KLG7"
"Gallo Thelina","Tippu","Jalsa","Library Songs","Favorite","INA090811340","B075654FYP"
"Leharaayi","Sid Sriram","Most Eligible Bachelor","Library Songs","Favorite","INA092117734","B09GB24DXM"
"Inthalo Ennenni Vinthalo Male","Naresh Iyer","Karthikeya","Library Songs","Favorite","INA091414562","B075355GRM"
"Pillaa Raa","Anurag Kulkarni","RX 100","Library Songs","Favorite","INH102202128","B09WCVCL25"
"Nijanga Nenena","Karthik","Kothabangarulokam","Library Songs","Favorite","INA090811574","B07568CP7L"
"Hoyna Hoyna","Anirudh Ravichander","Gang Leader (Original Motion Picture Soundtrack)","Library Songs","Favorite","INS171902739","B07XD9YQHZ"
"Urike Urike (From ""Hit 2"")","Sid Sriram","Urike Urike (From ""Hit 2"")","Library Songs","Favorite","INH102216408","B0BLW2L8W4"
"Idhi Chala Baagundhi Le","Sid Sriram","Sehari","Library Songs","Favorite","INA092117685","B09BF8RDMY"
"Hello Rammante","Vijay Prakash","Orange","Library Songs","Favorite","INA091012544","B07568K2SK"
"Gulabi Kallu Rendu Mullu","Javed Ali","Govindudu Andarivaadele","Library Songs","Favorite","INA091414665","B0752VKM57"
"Panchadaara [Explicit]","Anooj Guruvala","Magadheera","Library Songs","Favorite","INA090912210","B07531BNH6"
"Follow Follow","N. T. Rama Rao Jr.","Nannaku Prematho","Library Songs","Favorite","INT131500500","B074JXMM6L"
"Inkem Inkem Inkem Kaavaale","Sid Sriram","Geetha Govindam","Library Songs","Favorite","INA091816158","B07KMFHFSP"
"Naalo Chilipi Kala (Theme Song)","Yazin Nizar","Lover","Library Songs","Favorite","INA091816145","B07KWR3MVJ"
"Yevandoi Nani Garu","Divya Kumar","MCA","Library Songs","Favorite","INA091715620","B07KMF5XQT"
"MCA","Nakash Aziz","MCA","Library Songs","Favorite","INA091715601","B07KMFFY2K"
"Ninnu Chudagaane","Devi Sri Prasad","Attarrintiki Daaredi","Library Songs","Favorite","INA091314166","B07567PSWV"
"Seeti Maar","Jaspreet Jasz","DJ","Library Songs","Favorite","INA091715480","B075336L5M"
"Top Lesi Poddi","Sagar","Idharammayilatho","Library Songs","Favorite","INA091314076","B07569M9NZ"
"Jatha Kalise","Sagar","Srimanthudu","Library Songs","Favorite","INA091514904","B0752YSWZW"
"Dhimmathirigae","Simha","Srimanthudu","Library Songs","Favorite","INA091514908","B075329WK7"
"Charuseela","Yazin Nizar","Srimanthudu","Library Songs","Favorite","INA091514905","B07532VZ7P"
"Choododhu","Karthik","Pokiri","Library Songs","Favorite","INA090610442","B0752V7TND"
